development-plan,development-plan-status,notes,end-date,entry-date,start-date
ed84f6ef-44cd-406a-89b0-40ceb70149f8,adopted,,2013-09-18,2020-07-13,
7f457d2c-057c-49ec-9361-30c296506671,submitted,,2020-03-10,2020-07-13,
7f457d2c-057c-49ec-9361-30c296506671,published,,2019-01-25,2020-07-13,
a1db663c-71f9-45fe-a8aa-e51f9d03907c,submitted,,2016-12-09,2020-07-13,
a1db663c-71f9-45fe-a8aa-e51f9d03907c,published,,2016-08-11,2020-07-13,
a1db663c-71f9-45fe-a8aa-e51f9d03907c,sound,,2018-09-19,2020-07-13,
a1db663c-71f9-45fe-a8aa-e51f9d03907c,adopted,,2018-10-22,2020-07-13,
5c88bf51-0629-436a-9900-f0b4eaa4381c,submitted,,2010-11-05,2020-07-13,
5c88bf51-0629-436a-9900-f0b4eaa4381c,published,,2010-01-13,2020-07-13,
5c88bf51-0629-436a-9900-f0b4eaa4381c,sound,,2011-05-23,2020-07-13,
5c88bf51-0629-436a-9900-f0b4eaa4381c,adopted,,2011-07-28,2020-07-13,
ca6713f0-530b-43df-9b3d-f291f227a9da,submitted,,2018-02-16,2020-07-13,
ca6713f0-530b-43df-9b3d-f291f227a9da,published,,2017-11-08,2020-07-13,
5dce72aa-fd22-4fd0-8147-32b014158462,submitted,,2013-08-29,2020-07-13,
5dce72aa-fd22-4fd0-8147-32b014158462,published,,2013-02-11,2020-07-13,
5dce72aa-fd22-4fd0-8147-32b014158462,sound,,2015-03-09,2020-07-13,
5dce72aa-fd22-4fd0-8147-32b014158462,adopted,,2015-04-21,2020-07-13,
fa2050ac-99a9-4b32-850c-ad9237675dfb,submitted,,2018-06-18,2020-07-13,
fa2050ac-99a9-4b32-850c-ad9237675dfb,published,,2018-02-09,2020-07-13,
fa2050ac-99a9-4b32-850c-ad9237675dfb,sound,,2020-02-10,2020-07-13,
fa2050ac-99a9-4b32-850c-ad9237675dfb,adopted,,2020-04-30,2020-07-13,
82cf9340-c857-43f2-a3d8-b15b81296f44,submitted,,2018-10-19,2020-07-13,
82cf9340-c857-43f2-a3d8-b15b81296f44,published,,2018-05-24,2020-07-13,
be96f84a-f4be-47b7-98aa-b28702fe0b15,submitted,,2014-11-27,2020-07-13,
be96f84a-f4be-47b7-98aa-b28702fe0b15,published,,2014-08-12,2020-07-13,
be96f84a-f4be-47b7-98aa-b28702fe0b15,sound,,2015-09-07,2020-07-13,
be96f84a-f4be-47b7-98aa-b28702fe0b15,adopted,,2015-10-01,2020-07-13,
660da294-c5e8-41b6-aab2-e3cd18935cfa,submitted,,2014-08-28,2020-07-13,
660da294-c5e8-41b6-aab2-e3cd18935cfa,published,,2014-04-23,2020-07-13,
660da294-c5e8-41b6-aab2-e3cd18935cfa,sound,,2016-03-24,2020-07-13,
660da294-c5e8-41b6-aab2-e3cd18935cfa,adopted,,2016-04-14,2020-07-13,
e5e55605-6881-471d-8f23-7222468ec3e0,submitted,,2017-04-24,2020-07-13,
e5e55605-6881-471d-8f23-7222468ec3e0,published,,2016-11-07,2020-07-13,
e5e55605-6881-471d-8f23-7222468ec3e0,sound,,2019-01-30,2020-07-13,
e5e55605-6881-471d-8f23-7222468ec3e0,adopted,,2019-02-27,2020-07-13,
3a6c1cb8-c3bc-4e48-a935-d89adda8f211,submitted,,2011-07-26,2020-07-13,
3a6c1cb8-c3bc-4e48-a935-d89adda8f211,published,,2011-03-21,2020-07-13,
3a6c1cb8-c3bc-4e48-a935-d89adda8f211,sound,,2011-12-21,2020-07-13,
3a6c1cb8-c3bc-4e48-a935-d89adda8f211,adopted,,2012-02-23,2020-07-13,
6f3b7d3c-a04c-46a6-9f98-c23bd794cf30,submitted,,2014-02-24,2020-07-13,
6f3b7d3c-a04c-46a6-9f98-c23bd794cf30,published,,2013-09-09,2020-07-13,
6f3b7d3c-a04c-46a6-9f98-c23bd794cf30,sound,,2015-02-24,2020-07-13,
6f3b7d3c-a04c-46a6-9f98-c23bd794cf30,adopted,,2015-03-26,2020-07-13,
b3e36757-e758-44fd-9ed9-70e29904c0f4,submitted,,2011-02-28,2020-07-13,
b3e36757-e758-44fd-9ed9-70e29904c0f4,published,,2010-07-29,2020-07-13,
b3e36757-e758-44fd-9ed9-70e29904c0f4,sound,,2011-11-22,2020-07-13,
b3e36757-e758-44fd-9ed9-70e29904c0f4,adopted,,2012-02-21,2020-07-13,
b2b398b5-9209-4fc2-afb2-da939e6dbc0b,submitted,,2018-09-21,2020-07-13,
b2b398b5-9209-4fc2-afb2-da939e6dbc0b,published,,2017-12-18,2020-07-13,
49ad7abb-9298-49e8-868a-c41a4848a258,submitted,,2012-11-30,2020-07-13,
49ad7abb-9298-49e8-868a-c41a4848a258,published,,2012-06-28,2020-07-13,
49ad7abb-9298-49e8-868a-c41a4848a258,sound,,2014-01-14,2020-07-13,
49ad7abb-9298-49e8-868a-c41a4848a258,adopted,,2014-03-06,2020-07-13,
502fdf73-dd61-4b7e-adbc-a6a311dccb5a,submitted,,2010-06-02,2020-07-13,
502fdf73-dd61-4b7e-adbc-a6a311dccb5a,published,,2010-03-31,2020-07-13,
502fdf73-dd61-4b7e-adbc-a6a311dccb5a,sound,,2010-12-29,2020-07-13,
502fdf73-dd61-4b7e-adbc-a6a311dccb5a,adopted,,2011-03-01,2020-07-13,
718f5f8d-1799-4783-92e0-e682f37be1ce,published,,2019-02-04,2020-07-13,
e8a54df5-6d14-49a9-94de-55217b23f821,submitted,,2018-10-31,2020-07-13,
e8a54df5-6d14-49a9-94de-55217b23f821,published,,2018-06-25,2020-07-13,
95690c16-7ad0-4b4d-9581-fc267e0f0537,submitted,,2010-02-26,2020-07-13,
95690c16-7ad0-4b4d-9581-fc267e0f0537,published,,2009-11-30,2020-07-13,
95690c16-7ad0-4b4d-9581-fc267e0f0537,sound,,2010-10-15,2020-07-13,
95690c16-7ad0-4b4d-9581-fc267e0f0537,adopted,,2011-02-03,2020-07-13,
982a65e7-36fa-451b-bfb0-08d6edd8751f,submitted,,2011-07-29,2020-07-13,
982a65e7-36fa-451b-bfb0-08d6edd8751f,published,,2011-03-21,2020-07-13,
982a65e7-36fa-451b-bfb0-08d6edd8751f,sound,,2012-03-26,2020-07-13,
982a65e7-36fa-451b-bfb0-08d6edd8751f,adopted,,2012-05-18,2020-07-13,
f0ae7dca-4f61-4a52-aeb9-9b155c37d5b9,submitted,,2020-03-04,2020-07-13,
f0ae7dca-4f61-4a52-aeb9-9b155c37d5b9,published,,2019-08-12,2020-07-13,
d06d0c20-25a1-4c64-a419-37ee6df26663,submitted,,2006-07-05,2020-07-13,
d06d0c20-25a1-4c64-a419-37ee6df26663,published,,2006-06-01,2020-07-13,
d06d0c20-25a1-4c64-a419-37ee6df26663,sound,,2007-05-16,2020-07-13,
d06d0c20-25a1-4c64-a419-37ee6df26663,adopted,,2007-07-24,2020-07-13,
a8cffe27-82e3-494d-ad90-550379c07894,submitted,,2014-04-11,2020-07-13,
a8cffe27-82e3-494d-ad90-550379c07894,published,,2013-10-18,2020-07-13,
a8cffe27-82e3-494d-ad90-550379c07894,sound,,2015-10-07,2020-07-13,
a8cffe27-82e3-494d-ad90-550379c07894,adopted,,2015-10-15,2020-07-13,
e2c62572-f35d-4efb-9d5b-f7c61cff9383,submitted,,2012-02-10,2020-07-13,
e2c62572-f35d-4efb-9d5b-f7c61cff9383,published,,2011-11-28,2020-07-13,
e2c62572-f35d-4efb-9d5b-f7c61cff9383,sound,,2012-12-05,2020-07-13,
e2c62572-f35d-4efb-9d5b-f7c61cff9383,adopted,,2013-01-16,2020-07-13,
d06d6c34-9bcc-4839-83c4-9334554d546b,submitted,,2006-02-15,2020-07-13,
d06d6c34-9bcc-4839-83c4-9334554d546b,published,,2006-02-15,2020-07-13,
d06d6c34-9bcc-4839-83c4-9334554d546b,sound,,2007-02-19,2020-07-13,
d06d6c34-9bcc-4839-83c4-9334554d546b,adopted,,2007-04-03,2020-07-13,
b3a6f957-a015-4ac6-8e92-c0aab6b423b2,published,,2019-07-30,2020-07-13,
f7ab3008-a04e-4536-b285-10566f24f705,submitted,,2014-08-08,2020-07-13,
f7ab3008-a04e-4536-b285-10566f24f705,published,,2014-05-16,2020-07-13,
f7ab3008-a04e-4536-b285-10566f24f705,sound,,2015-10-08,2020-07-13,
f7ab3008-a04e-4536-b285-10566f24f705,adopted,,2015-11-27,2020-07-13,
5d138aa0-fa2f-4767-9bbf-710a21e87ea0,submitted,,2014-09-23,2020-07-13,
5d138aa0-fa2f-4767-9bbf-710a21e87ea0,published,,2014-05-22,2020-07-13,
5d138aa0-fa2f-4767-9bbf-710a21e87ea0,sound,,2015-09-29,2020-07-13,
5d138aa0-fa2f-4767-9bbf-710a21e87ea0,adopted,,2015-10-16,2020-07-13,
94ec63f6-5081-4e42-a23e-433f80d6b918,submitted,,2010-03-31,2020-07-13,
94ec63f6-5081-4e42-a23e-433f80d6b918,published,,2010-01-11,2020-07-13,
94ec63f6-5081-4e42-a23e-433f80d6b918,sound,,2011-06-13,2020-07-13,
94ec63f6-5081-4e42-a23e-433f80d6b918,adopted,,2011-07-20,2020-07-13,
d9529aa8-ced5-44a8-b346-b8c71faa82da,submitted,,2014-04-28,2020-07-13,
d9529aa8-ced5-44a8-b346-b8c71faa82da,published,,2014-01-27,2020-07-13,
d9529aa8-ced5-44a8-b346-b8c71faa82da,sound,,2016-01-25,2020-07-13,
d9529aa8-ced5-44a8-b346-b8c71faa82da,adopted,,2016-04-06,2020-07-13,
2a7f1eb4-e1fb-4f69-a51b-8c64a480320f,submitted,,2012-05-25,2020-07-13,
2a7f1eb4-e1fb-4f69-a51b-8c64a480320f,published,,2012-02-03,2020-07-13,
2a7f1eb4-e1fb-4f69-a51b-8c64a480320f,sound,,2014-04-15,2020-07-13,
2a7f1eb4-e1fb-4f69-a51b-8c64a480320f,adopted,,2014-05-08,2020-07-13,
daf38f0d-dcf2-4d3c-abc6-7d71958088d5,submitted,,2017-03-31,2020-07-13,
daf38f0d-dcf2-4d3c-abc6-7d71958088d5,published,,2016-11-03,2020-07-13,
daf38f0d-dcf2-4d3c-abc6-7d71958088d5,sound,,2018-07-10,2020-07-13,
daf38f0d-dcf2-4d3c-abc6-7d71958088d5,adopted,,2018-10-23,2020-07-13,
3cf99a4f-97f0-445a-9283-6f7eb069134b,submitted,,2009-06-24,2020-07-13,
3cf99a4f-97f0-445a-9283-6f7eb069134b,published,,2009-01-29,2020-07-13,
3cf99a4f-97f0-445a-9283-6f7eb069134b,sound,,2010-01-21,2020-07-13,
3cf99a4f-97f0-445a-9283-6f7eb069134b,adopted,,2010-02-24,2020-07-13,
7d89e3cb-d5e6-4271-9cf9-532eb25c452c,submitted,,2013-09-04,2020-07-13,
7d89e3cb-d5e6-4271-9cf9-532eb25c452c,published,,2013-02-28,2020-07-13,
7d89e3cb-d5e6-4271-9cf9-532eb25c452c,sound,,2014-04-09,2020-07-13,
7d89e3cb-d5e6-4271-9cf9-532eb25c452c,adopted,,2014-05-08,2020-07-13,
aa7f9c07-780e-44de-a32b-1f9b1ff13e13,submitted,,2017-04-18,2020-07-13,
aa7f9c07-780e-44de-a32b-1f9b1ff13e13,published,,2016-11-30,2020-07-13,
aa7f9c07-780e-44de-a32b-1f9b1ff13e13,sound,,2018-05-03,2020-07-13,
aa7f9c07-780e-44de-a32b-1f9b1ff13e13,adopted,,2018-07-18,2020-07-13,
b160db07-8136-4698-b19b-ddf7db61ec9c,submitted,,2014-03-31,2020-07-13,
b160db07-8136-4698-b19b-ddf7db61ec9c,published,,2013-09-27,2020-07-13,
b160db07-8136-4698-b19b-ddf7db61ec9c,sound,,2015-11-30,2020-07-13,
b160db07-8136-4698-b19b-ddf7db61ec9c,adopted,,2015-12-21,2020-07-13,
44dcb65f-6e33-4393-a613-138d131f028a,submitted,,2017-12-14,2020-07-13,
44dcb65f-6e33-4393-a613-138d131f028a,published,,2016-06-06,2020-07-13,
44dcb65f-6e33-4393-a613-138d131f028a,sound,,2019-03-27,2020-07-13,
44dcb65f-6e33-4393-a613-138d131f028a,adopted,,2019-04-25,2020-07-13,
2d1a7516-39b2-45b6-9017-1eb06cef3a05,submitted,,2015-12-14,2020-07-13,
2d1a7516-39b2-45b6-9017-1eb06cef3a05,published,,2014-12-12,2020-07-13,
2d1a7516-39b2-45b6-9017-1eb06cef3a05,sound,,2017-01-17,2020-07-13,
2d1a7516-39b2-45b6-9017-1eb06cef3a05,adopted,,2017-02-22,2020-07-13,
891b5b6d-9701-415b-a1d1-ddea27a096fa,submitted,,2020-06-10,2020-07-13,
891b5b6d-9701-415b-a1d1-ddea27a096fa,published,,2020-01-15,2020-07-13,
ddf32c2e-07a1-459c-bac8-e198d0acf1fc,submitted,,2011-06-24,2020-07-13,
ddf32c2e-07a1-459c-bac8-e198d0acf1fc,published,,2011-04-14,2020-07-13,
ddf32c2e-07a1-459c-bac8-e198d0acf1fc,sound,,2011-12-14,2020-07-13,
ddf32c2e-07a1-459c-bac8-e198d0acf1fc,adopted,,2012-03-21,2020-07-13,
49b1a52a-614b-4ea3-a4a1-e2f421115fc8,submitted,,2013-07-19,2020-07-13,
49b1a52a-614b-4ea3-a4a1-e2f421115fc8,published,,2012-11-08,2020-07-13,
49b1a52a-614b-4ea3-a4a1-e2f421115fc8,sound,,2015-11-24,2020-07-13,
49b1a52a-614b-4ea3-a4a1-e2f421115fc8,adopted,,2016-01-06,2020-07-13,
62f52efd-2a09-4f42-b7ad-8e4d3edf028a,submitted,,2010-02-25,2020-07-13,
62f52efd-2a09-4f42-b7ad-8e4d3edf028a,published,,2009-06-30,2020-07-13,
62f52efd-2a09-4f42-b7ad-8e4d3edf028a,sound,,2010-09-27,2020-07-13,
62f52efd-2a09-4f42-b7ad-8e4d3edf028a,adopted,,2010-11-24,2020-07-13,
e564f51e-3ef2-4caf-a6fe-0941988a59ec,submitted,,2019-01-23,2020-07-13,
e564f51e-3ef2-4caf-a6fe-0941988a59ec,published,,2018-11-19,2020-07-13,
e564f51e-3ef2-4caf-a6fe-0941988a59ec,sound,,2020-06-10,2020-07-13,
b1f7862a-5ab5-43ec-851d-3810d6aaa0f8,submitted,,2016-05-24,2020-07-13,
b1f7862a-5ab5-43ec-851d-3810d6aaa0f8,published,,2016-01-08,2020-07-13,
b1f7862a-5ab5-43ec-851d-3810d6aaa0f8,sound,,2017-04-28,2020-07-13,
b1f7862a-5ab5-43ec-851d-3810d6aaa0f8,adopted,,2017-07-24,2020-07-13,
cc2ab3d9-4427-476e-b241-e79fcf7c37af,submitted,,2011-06-24,2020-07-13,
cc2ab3d9-4427-476e-b241-e79fcf7c37af,published,,2011-04-04,2020-07-13,
cc2ab3d9-4427-476e-b241-e79fcf7c37af,sound,,2011-12-13,2020-07-13,
cc2ab3d9-4427-476e-b241-e79fcf7c37af,adopted,,2012-02-16,2020-07-13,
15d670bb-4304-47d6-8791-1078623a5c28,submitted,,2006-11-24,2020-07-13,
15d670bb-4304-47d6-8791-1078623a5c28,published,,2006-11-24,2020-07-13,
15d670bb-4304-47d6-8791-1078623a5c28,sound,,2008-03-17,2020-07-13,
15d670bb-4304-47d6-8791-1078623a5c28,adopted,,2008-07-23,2020-07-13,
6f6a4419-9a2f-4b8b-9cb4-7669753b82d1,submitted,,2018-03-28,2020-07-13,
6f6a4419-9a2f-4b8b-9cb4-7669753b82d1,published,,2017-08-07,2020-07-13,
d299fb9a-a499-4518-8b24-595185cd55ea,submitted,,2011-10-31,2020-07-13,
d299fb9a-a499-4518-8b24-595185cd55ea,published,,2011-02-09,2020-07-13,
d299fb9a-a499-4518-8b24-595185cd55ea,sound,,2012-07-26,2020-07-13,
d299fb9a-a499-4518-8b24-595185cd55ea,adopted,,2012-11-08,2020-07-13,
c6eb3467-ba83-40a3-9d52-767e7f340c61,submitted,,2010-06-30,2020-07-13,
c6eb3467-ba83-40a3-9d52-767e7f340c61,published,,2009-10-26,2020-07-13,
c6eb3467-ba83-40a3-9d52-767e7f340c61,sound,,2011-01-20,2020-07-13,
c6eb3467-ba83-40a3-9d52-767e7f340c61,adopted,,2011-02-17,2020-07-13,
e33a9a80-ca91-4189-a41b-8fecb2b02abd,submitted,,2020-02-12,2020-07-13,
e33a9a80-ca91-4189-a41b-8fecb2b02abd,published,,2019-09-05,2020-07-13,
12c410f7-7d60-4e7e-b636-de6d45944548,submitted,,2017-05-05,2020-07-13,
12c410f7-7d60-4e7e-b636-de6d45944548,published,,2017-02-02,2020-07-13,
12c410f7-7d60-4e7e-b636-de6d45944548,sound,,2019-07-31,2020-07-13,
12c410f7-7d60-4e7e-b636-de6d45944548,adopted,,2019-09-11,2020-07-13,
55685acf-e02f-4be0-80ae-4e98d50c7fcf,submitted,,2011-05-26,2020-07-13,
55685acf-e02f-4be0-80ae-4e98d50c7fcf,published,,2011-01-31,2020-07-13,
55685acf-e02f-4be0-80ae-4e98d50c7fcf,sound,,2011-12-08,2020-07-13,
55685acf-e02f-4be0-80ae-4e98d50c7fcf,adopted,,2012-04-17,2020-07-13,
755f2847-3f10-4ae7-8e09-4a87e6e15602,submitted,,2009-08-28,2020-07-13,
755f2847-3f10-4ae7-8e09-4a87e6e15602,published,,2009-03-31,2020-07-13,
755f2847-3f10-4ae7-8e09-4a87e6e15602,sound,,2010-04-13,2020-07-13,
755f2847-3f10-4ae7-8e09-4a87e6e15602,adopted,,2010-05-12,2020-07-13,
6e207c51-d629-4ace-be0a-39dc0573c18c,submitted,,2017-03-23,2020-07-13,
6e207c51-d629-4ace-be0a-39dc0573c18c,published,,2017-01-10,2020-07-13,
6e207c51-d629-4ace-be0a-39dc0573c18c,sound,,2019-08-13,2020-07-13,
6e207c51-d629-4ace-be0a-39dc0573c18c,adopted,,2019-09-19,2020-07-13,
a6e0dc08-d86e-43b2-8b7b-5d59308e59a0,submitted,,2011-07-21,2020-07-13,
a6e0dc08-d86e-43b2-8b7b-5d59308e59a0,published,,2010-09-17,2020-07-13,
a6e0dc08-d86e-43b2-8b7b-5d59308e59a0,sound,,2012-02-06,2020-07-13,
a6e0dc08-d86e-43b2-8b7b-5d59308e59a0,adopted,,2012-04-03,2020-07-13,
39b6a87b-43e3-4483-b229-de8f207a9053,submitted,,2016-12-16,2020-07-13,
39b6a87b-43e3-4483-b229-de8f207a9053,published,,2016-06-20,2020-07-13,
39b6a87b-43e3-4483-b229-de8f207a9053,sound,,2017-10-04,2020-07-13,
39b6a87b-43e3-4483-b229-de8f207a9053,adopted,,2017-11-23,2020-07-13,
fa593a9c-6a8a-401b-b688-cb7aafdd3182,submitted,,2016-05-06,2020-07-13,
fa593a9c-6a8a-401b-b688-cb7aafdd3182,published,,2015-06-15,2020-07-13,
fa593a9c-6a8a-401b-b688-cb7aafdd3182,sound,,2017-06-15,2020-07-13,
fa593a9c-6a8a-401b-b688-cb7aafdd3182,adopted,,2017-07-04,2020-07-13,
7321ff7a-d9d2-4aec-8fa5-ebd96ecde1f8,submitted,,2012-07-12,2020-07-13,
7321ff7a-d9d2-4aec-8fa5-ebd96ecde1f8,published,,2011-08-19,2020-07-13,
7321ff7a-d9d2-4aec-8fa5-ebd96ecde1f8,sound,,2014-07-10,2020-07-13,
7321ff7a-d9d2-4aec-8fa5-ebd96ecde1f8,adopted,,2014-09-29,2020-07-13,
b42cefd8-2cc4-4141-932f-0ceb4b59b910,submitted,,2010-12-21,2020-07-13,
b42cefd8-2cc4-4141-932f-0ceb4b59b910,published,,2010-09-20,2020-07-13,
b42cefd8-2cc4-4141-932f-0ceb4b59b910,sound,,2011-10-10,2020-07-13,
b42cefd8-2cc4-4141-932f-0ceb4b59b910,adopted,,2011-11-08,2020-07-13,
e3787097-4490-41c4-8bb5-233cb51ac116,submitted,,2019-03-25,2020-07-13,
e3787097-4490-41c4-8bb5-233cb51ac116,published,,2018-08-23,2020-07-13,
0a64c812-d576-4efc-b5e9-229259d3b7a5,submitted,,2017-10-04,2020-07-13,
0a64c812-d576-4efc-b5e9-229259d3b7a5,published,,2016-11-08,2020-07-13,
0a64c812-d576-4efc-b5e9-229259d3b7a5,sound,,2018-09-14,2020-07-13,
0a64c812-d576-4efc-b5e9-229259d3b7a5,adopted,,2018-10-10,2020-07-13,
211efb01-2f53-482c-95b0-0f12ca199dae,submitted,,2016-04-22,2020-07-13,
211efb01-2f53-482c-95b0-0f12ca199dae,published,,2015-10-26,2020-07-13,
211efb01-2f53-482c-95b0-0f12ca199dae,sound,,2017-08-01,2020-07-13,
211efb01-2f53-482c-95b0-0f12ca199dae,adopted,,2017-11-07,2020-07-13,
0516a876-6782-4d0c-b31e-e865d85d4bf2,submitted,,2013-05-31,2020-07-13,
0516a876-6782-4d0c-b31e-e865d85d4bf2,published,,2013-01-25,2020-07-13,
0516a876-6782-4d0c-b31e-e865d85d4bf2,sound,,2016-08-22,2020-07-13,
0516a876-6782-4d0c-b31e-e865d85d4bf2,adopted,,2016-10-19,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,submitted,,2007-06-18,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,published,,2007-06-18,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,sound,,2008-07-15,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,adopted,,2008-09-24,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,submitted,,2010-11-18,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,published,,2010-08-09,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,sound,,2011-06-07,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,adopted,,2011-07-13,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,submitted,,2017-03-03,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,published,,2016-07-28,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,sound,,2018-01-24,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,adopted,,2018-03-15,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,submitted,,2017-05-19,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,published,,2017-01-04,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,sound,,2018-04-26,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,adopted,,2018-07-03,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,submitted,,2012-03-22,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,published,,2012-01-11,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,sound,,2012-09-27,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,adopted,,2012-12-20,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,submitted,,2014-03-21,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,published,,2013-11-04,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,sound,,2014-10-31,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,adopted,,2014-11-26,2020-07-13,
dae4fee0-67da-4a86-9866-21747547ea10,published,,2018-11-09,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,submitted,,2018-03-26,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,published,,2018-01-08,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,sound,,2019-04-16,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,adopted,,2019-07-24,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,submitted,,2007-01-26,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,published,,2007-01-26,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,sound,,2007-12-14,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,adopted,,2008-01-31,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,submitted,,2018-03-29,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,published,,2017-11-30,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,sound,,2019-09-24,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,adopted,,2019-11-04,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,submitted,,2012-09-28,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,published,,2012-05-03,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,sound,,2014-11-25,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,adopted,,2014-12-16,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,submitted,,2008-12-22,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,published,,2008-08-29,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,sound,,2009-06-23,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,adopted,,2009-10-01,2020-07-13,
81c562eb-d68f-406e-b15e-8b6a3f61f4d0,submitted,,2018-05-18,2020-07-13,
81c562eb-d68f-406e-b15e-8b6a3f61f4d0,published,,2018-01-26,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,submitted,,2013-12-09,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,published,,2012-11-29,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,sound,,2014-10-02,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,adopted,,2014-12-15,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,submitted,,2010-01-14,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,published,,2009-09-21,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,sound,,2011-10-27,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,adopted,,2011-12-13,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,submitted,,2017-06-06,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,published,,2017-01-30,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,sound,,2019-04-09,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,adopted,,2019-06-11,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,submitted,,2012-01-25,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,published,,2010-11-01,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,sound,,2012-10-31,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,adopted,,2012-11-13,2020-07-13,
c6778cf4-8637-4b34-a625-aeb5374270bd,submitted,,2019-01-28,2020-07-13,
c6778cf4-8637-4b34-a625-aeb5374270bd,published,,2018-10-22,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,submitted,,2016-08-17,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,published,,2015-06-12,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,sound,,2018-03-12,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,adopted,,2018-03-28,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,submitted,,2011-03-31,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,published,,2010-12-08,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,sound,,2012-06-07,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,adopted,,2012-07-18,2020-07-13,
61bd5d04-0ba0-4210-b305-495fe8ad8bc7,submitted,,2010-08-25,2020-07-13,
61bd5d04-0ba0-4210-b305-495fe8ad8bc7,published,,2010-05-21,2020-07-13,
61bd5d04-0ba0-4210-b305-495fe8ad8bc7,sound,,2011-05-17,2020-07-13,
