development-plan,development-plan-status,notes,end-date,entry-date,start-date
4e23eab5-e588-4b27-a3bc-5cb678926b11,sound,,2016-03-22,2020-07-13,
4e23eab5-e588-4b27-a3bc-5cb678926b11,adopted,,2016-05-11,2020-07-13,
d9b60cc5-1285-4146-8b0f-1faa9c27ccf4,submitted,,2019-06-28,2020-07-13,
d9b60cc5-1285-4146-8b0f-1faa9c27ccf4,published,,2019-01-25,2020-07-13,
ba74a7a2-6e3e-4ad0-9f8a-9620be69e85d,submitted,,2013-12-23,2020-07-13,
ba74a7a2-6e3e-4ad0-9f8a-9620be69e85d,published,,2013-09-06,2020-07-13,
ba74a7a2-6e3e-4ad0-9f8a-9620be69e85d,sound,,2014-12-15,2020-07-13,
ba74a7a2-6e3e-4ad0-9f8a-9620be69e85d,adopted,,2015-01-29,2020-07-13,
0c095e34-f368-4b52-be05-b69614c8aba4,submitted,,2008-07-04,2020-07-13,
0c095e34-f368-4b52-be05-b69614c8aba4,published,,2008-07-04,2020-07-13,
0c095e34-f368-4b52-be05-b69614c8aba4,sound,,2009-07-29,2020-07-13,
0c095e34-f368-4b52-be05-b69614c8aba4,adopted,,2009-09-23,2020-07-13,
1b887e1a-ad38-4db9-afe1-1edde983f05f,submitted,,2018-03-28,2020-07-13,
1b887e1a-ad38-4db9-afe1-1edde983f05f,published,,2017-12-18,2020-07-13,
1b887e1a-ad38-4db9-afe1-1edde983f05f,sound,,2019-04-29,2020-07-13,
1b887e1a-ad38-4db9-afe1-1edde983f05f,adopted,,2019-05-15,2020-07-13,
402fd3ba-a16d-4e7c-8aa3-1c2dec3654b4,submitted,,2014-08-08,2020-07-13,
402fd3ba-a16d-4e7c-8aa3-1c2dec3654b4,published,,2014-03-10,2020-07-13,
402fd3ba-a16d-4e7c-8aa3-1c2dec3654b4,sound,,2016-05-10,2020-07-13,
402fd3ba-a16d-4e7c-8aa3-1c2dec3654b4,adopted,,2016-06-13,2020-07-13,
18fbd9e5-2d50-47c0-87b2-351edf4242a6,submitted,,2018-03-16,2020-07-13,
18fbd9e5-2d50-47c0-87b2-351edf4242a6,published,,2017-09-22,2020-07-13,
18fbd9e5-2d50-47c0-87b2-351edf4242a6,sound,,2019-04-08,2020-07-13,
18fbd9e5-2d50-47c0-87b2-351edf4242a6,adopted,,2019-04-30,2020-07-13,
51cae130-b31a-4abb-ab25-9ed9a2273ecb,submitted,,2017-10-09,2020-07-13,
51cae130-b31a-4abb-ab25-9ed9a2273ecb,published,,2017-06-16,2020-07-13,
34092d36-5d59-4d60-b93c-92612d5a8b10,submitted,,2012-06-18,2020-07-13,
34092d36-5d59-4d60-b93c-92612d5a8b10,published,,2012-01-25,2020-07-13,
34092d36-5d59-4d60-b93c-92612d5a8b10,sound,,2013-02-11,2020-07-13,
34092d36-5d59-4d60-b93c-92612d5a8b10,adopted,,2013-03-20,2020-07-13,
8b400e77-b8c6-4d30-b6e6-c919233e46be,submitted,,2018-03-15,2020-07-13,
8b400e77-b8c6-4d30-b6e6-c919233e46be,published,,2017-11-09,2020-07-13,
8b400e77-b8c6-4d30-b6e6-c919233e46be,sound,,2020-04-14,2020-07-13,
8b400e77-b8c6-4d30-b6e6-c919233e46be,adopted,,2020-06-23,2020-07-13,
b48f775a-6694-4ea3-8d4c-1a5acf993d5d,submitted,,2013-05-22,2020-07-13,
b48f775a-6694-4ea3-8d4c-1a5acf993d5d,published,,2012-12-18,2020-07-13,
b48f775a-6694-4ea3-8d4c-1a5acf993d5d,sound,,2014-07-22,2020-07-13,
b48f775a-6694-4ea3-8d4c-1a5acf993d5d,adopted,,2014-09-30,2020-07-13,
87c3ba8f-e036-4abb-92e6-f6a2bf70e7e2,submitted,,2010-06-02,2020-07-13,
87c3ba8f-e036-4abb-92e6-f6a2bf70e7e2,published,,2010-02-11,2020-07-13,
87c3ba8f-e036-4abb-92e6-f6a2bf70e7e2,sound,,2011-01-18,2020-07-13,
87c3ba8f-e036-4abb-92e6-f6a2bf70e7e2,adopted,,2011-02-22,2020-07-13,
62bb87e0-2ba8-44bf-83fd-7c9dbab6dcfd,submitted,,2019-04-30,2020-07-13,
62bb87e0-2ba8-44bf-83fd-7c9dbab6dcfd,published,,2018-12-18,2020-07-13,
a8fa4aed-7fdb-4203-94d8-795e137e66aa,submitted,,2009-08-12,2020-07-13,
a8fa4aed-7fdb-4203-94d8-795e137e66aa,published,,2009-04-29,2020-07-13,
a8fa4aed-7fdb-4203-94d8-795e137e66aa,sound,,2010-04-06,2020-07-13,
a8fa4aed-7fdb-4203-94d8-795e137e66aa,adopted,,2010-06-17,2020-07-13,
30da2be2-5875-4fcb-b9f5-bb41273b90be,submitted,,2014-12-19,2020-07-13,
30da2be2-5875-4fcb-b9f5-bb41273b90be,published,,2014-10-10,2020-07-13,
30da2be2-5875-4fcb-b9f5-bb41273b90be,sound,,2015-10-26,2020-07-13,
30da2be2-5875-4fcb-b9f5-bb41273b90be,adopted,,2015-12-17,2020-07-13,
a11d7559-1ec8-436c-b643-8a2b78660d80,submitted,,2012-09-14,2020-07-13,
a11d7559-1ec8-436c-b643-8a2b78660d80,published,,2012-01-23,2020-07-13,
a11d7559-1ec8-436c-b643-8a2b78660d80,sound,,2013-11-14,2020-07-13,
a11d7559-1ec8-436c-b643-8a2b78660d80,adopted,,2013-12-03,2020-07-13,
c28b7f1b-30dd-40b9-bc1c-e59b1b8e1d63,submitted,,2007-09-06,2020-07-13,
c28b7f1b-30dd-40b9-bc1c-e59b1b8e1d63,published,,2007-09-06,2020-07-13,
c28b7f1b-30dd-40b9-bc1c-e59b1b8e1d63,sound,,2009-01-13,2020-07-13,
c28b7f1b-30dd-40b9-bc1c-e59b1b8e1d63,adopted,,2009-02-11,2020-07-13,
fcbf1602-9aa2-44c4-8b9b-589e293d0029,submitted,,2018-08-31,2020-07-13,
fcbf1602-9aa2-44c4-8b9b-589e293d0029,published,,2018-01-26,2020-07-13,
fcbf1602-9aa2-44c4-8b9b-589e293d0029,sound,,2020-01-30,2020-07-13,
fcbf1602-9aa2-44c4-8b9b-589e293d0029,adopted,,2020-03-04,2020-07-13,
ef664de8-93b8-43eb-875a-8b36e0595b3f,submitted,,2017-08-01,2020-07-13,
ef664de8-93b8-43eb-875a-8b36e0595b3f,published,,2017-01-30,2020-07-13,
ef664de8-93b8-43eb-875a-8b36e0595b3f,sound,,2019-01-10,2020-07-13,
ef664de8-93b8-43eb-875a-8b36e0595b3f,adopted,,2019-02-20,2020-07-13,
c131e54c-78e3-476d-85cd-505e4e7247b3,submitted,,2014-08-20,2020-07-13,
c131e54c-78e3-476d-85cd-505e4e7247b3,published,,2014-03-07,2020-07-13,
c131e54c-78e3-476d-85cd-505e4e7247b3,sound,,2015-07-31,2020-07-13,
c131e54c-78e3-476d-85cd-505e4e7247b3,adopted,,2015-09-15,2020-07-13,
046494dc-631a-4785-b469-ac29d1cb00fe,published,,2019-07-26,2020-07-13,
330ea240-d27f-4214-86e2-f7b841604812,submitted,,2010-10-29,2020-07-13,
330ea240-d27f-4214-86e2-f7b841604812,published,,2010-02-19,2020-07-13,
330ea240-d27f-4214-86e2-f7b841604812,sound,,2011-03-28,2020-07-13,
330ea240-d27f-4214-86e2-f7b841604812,adopted,,2011-06-29,2020-07-13,
88d1e45c-4d33-4a8c-bfd1-7845fd686e41,submitted,,2010-07-09,2020-07-13,
88d1e45c-4d33-4a8c-bfd1-7845fd686e41,published,,2010-04-27,2020-07-13,
88d1e45c-4d33-4a8c-bfd1-7845fd686e41,sound,,2011-03-01,2020-07-13,
88d1e45c-4d33-4a8c-bfd1-7845fd686e41,adopted,,2011-04-12,2020-07-13,
e8367ba9-56da-4507-9855-dcc6f2f5e903,submitted,,2014-05-21,2020-07-13,
e8367ba9-56da-4507-9855-dcc6f2f5e903,published,,2013-12-16,2020-07-13,
e8367ba9-56da-4507-9855-dcc6f2f5e903,sound,,2014-11-12,2020-07-13,
e8367ba9-56da-4507-9855-dcc6f2f5e903,adopted,,2015-01-15,2020-07-13,
9b81c32f-c7e1-4ecd-b529-7a5279a3be78,submitted,,2019-09-30,2020-07-13,
9b81c32f-c7e1-4ecd-b529-7a5279a3be78,published,,2019-02-22,2020-07-13,
234a8240-fa63-4106-ab7c-89aa574f9ef7,submitted,,2013-06-17,2020-07-13,
234a8240-fa63-4106-ab7c-89aa574f9ef7,published,,2013-06-17,2020-07-13,
234a8240-fa63-4106-ab7c-89aa574f9ef7,sound,,2015-03-11,2020-07-13,
234a8240-fa63-4106-ab7c-89aa574f9ef7,adopted,,2015-09-18,2020-07-13,
bea9718c-1bd1-4fa4-a9d8-e7d280d41059,submitted,,2016-01-08,2020-07-13,
bea9718c-1bd1-4fa4-a9d8-e7d280d41059,published,,2016-01-08,2020-07-13,
bea9718c-1bd1-4fa4-a9d8-e7d280d41059,sound,,2017-11-08,2020-07-13,
bea9718c-1bd1-4fa4-a9d8-e7d280d41059,adopted,,2017-01-10,2020-07-13,
be9ad1c4-f2a8-4e68-b56e-872caf7be0a3,submitted,,2016-06-30,2020-07-13,
be9ad1c4-f2a8-4e68-b56e-872caf7be0a3,published,,2015-11-02,2020-07-13,
be9ad1c4-f2a8-4e68-b56e-872caf7be0a3,sound,,2017-05-09,2020-07-13,
be9ad1c4-f2a8-4e68-b56e-872caf7be0a3,adopted,,2017-07-20,2020-07-13,
c84ad4a8-b539-4cd6-a762-75e1e8195fd8,published,,2020-01-27,2020-07-13,
dff4277e-032b-42ad-8893-0ec6f3db6948,submitted,,2020-02-17,2020-07-13,
dff4277e-032b-42ad-8893-0ec6f3db6948,published,,2019-02-05,2020-07-13,
df77835d-91df-4acc-a426-841dd31f22fd,submitted,,2008-06-13,2020-07-13,
df77835d-91df-4acc-a426-841dd31f22fd,published,,2007-10-01,2020-07-13,
df77835d-91df-4acc-a426-841dd31f22fd,sound,,2009-02-16,2020-07-13,
df77835d-91df-4acc-a426-841dd31f22fd,adopted,,2009-03-25,2020-07-13,
78180781-4d4a-46c6-a525-b55512385655,submitted,,2019-09-30,2020-07-13,
78180781-4d4a-46c6-a525-b55512385655,published,,2019-05-31,2020-07-13,
78180781-4d4a-46c6-a525-b55512385655,sound,,2020-06-17,2020-07-13,
2609e523-004f-4eb9-b2d5-89aa31422e5a,published,,2019-12-16,2020-07-13,
